block,genome,chr/contig,start,end,orientation,length
457,BUMA.1121.00001,2,1702430,1723198,-,20768
457,BUMA.1121.00108,2,771431,792199,+,20768
457,BUMA.1121.00083,2,2346756,2367525,+,20769
457,BUMA.1121.00080,2,543708,564476,+,20768
457,BUMA.1121.00012,2,1202525,1223293,-,20768
458,BUMA.1121.00011,2,2462079,2473299,+,11220
458,BUMA.1121.00009,2,2483490,2494656,+,11166
458,BUMA.1121.00039,2,227094,238382,-,11288
458,BUMA.1121.00029,2,785904,797239,-,11335
458,BUMA.1121.00021,2,1044965,1056280,+,11315
458,BUMA.1121.00107,2,79554,90841,-,11287
458,BUMA.1121.00023,2,621888,633236,+,11348
458,BUMA.1121.00067,2,225900,237182,-,11282
458,BUMA.1121.00035,2,868459,879774,-,11315
458,BUMA.1121.00005,2,136923,148105,-,11182
458,BUMA.1121.00100,2,1689772,1700965,+,11193
458,BUMA.1121.00016,2,1,11221,-,11220
458,BUMA.1121.00099,2,787884,799154,+,11270
458,BUMA.1121.00094,2,627370,638521,+,11151
458,BUMA.1121.00093,2,2337958,2349150,-,11192
458,BUMA.1121.00097,2,379991,391214,+,11223
458,BUMA.1121.00109,2,817119,828397,-,11278
458,BUMA.1121.00018,2,133688,145056,-,11368
458,BUMA.1121.00110,2,460227,471404,+,11177
458,BUMA.1121.00079,2,583998,595230,+,11232
458,BUMA.1121.00075,2,2265717,2276995,-,11278
458,BUMA.1121.00066,2,568480,579731,+,11251
458,BUMA.1121.00089,2,572091,583242,+,11151
458,BUMA.1121.00057,2,1494559,1505711,-,11152
458,BUMA.1121.00090,2,1481336,1492643,+,11307
458,BUMA.1121.00027,2,1642681,1653832,+,11151
458,BUMA.1121.00062,2,1186676,1197914,-,11238
458,BUMA.1121.00091,2,3088092,3099312,-,11220
458,BUMA.1121.00098,2,784631,795906,+,11275
458,BUMA.1121.00092,2,595749,606940,+,11191
458,BUMA.1121.00031,2,2948664,2959981,+,11317
458,BUMA.1121.00096,2,745194,756497,+,11303
458,BUMA.1121.00073,2,562851,574102,+,11251
458,BUMA.1121.00103,2,2442846,2454100,+,11254
458,BUMA.1121.00084,2,2410916,2422104,+,11188
458,BUMA.1121.00014,2,616306,627613,+,11307
458,BUMA.1121.00111,2,3013848,3025165,+,11317
458,BUMA.1121.00007,2,625840,637111,+,11271
458,BUMA.1121.00072,2,559245,570496,+,11251
458,BUMA.1121.00071,2,562290,573493,+,11203
458,BUMA.1121.00077,2,3145194,3156371,-,11177
458,BUMA.1121.00003,2,1958814,1970104,+,11290
458,BUMA.1121.00104,2,678105,689345,+,11240
458,BUMA.1121.00074,2,405214,416388,-,11174
458,BUMA.1121.00060,2,1661752,1673000,-,11248
458,BUMA.1121.00088,2,527611,538931,+,11320
458,BUMA.1121.00053,2,815027,826345,+,11318
458,BUMA.1121.00025,2,2187972,2199339,+,11367
458,BUMA.1121.00070,2,562942,574193,+,11251
458,BUMA.1121.00049,2,2397471,2408658,+,11187
458,BUMA.1121.00078,2,2630769,2641936,-,11167
458,BUMA.1121.00069,2,560793,572044,+,11251
458,BUMA.1121.00102,2,577870,589101,+,11231
458,BUMA.1121.00112,2,574546,585792,-,11246
458,BUMA.1121.00041,2,1471391,1482642,+,11251
458,BUMA.1121.00068,2,2290448,2301790,+,11342
458,BUMA.1121.00076,2,1468698,1479976,+,11278
458,BUMA.1121.00033,2,1262582,1273853,+,11271
458,BUMA.1121.00101,2,2814036,2825290,-,11254
458,BUMA.1121.00105,2,1927106,1938280,-,11174
458,BUMA.1121.00061,2,552769,564019,+,11250
458,BUMA.1121.00063,2,562165,573416,+,11251
458,BUMA.1121.00059,2,3063688,3074840,-,11152
458,BUMA.1121.00058,2,1134643,1145826,+,11183
458,BUMA.1121.00043,2,1831044,1842315,-,11271
458,BUMA.1121.00055,2,2078680,2089914,-,11234
458,BUMA.1121.00065,2,575785,587130,+,11345
458,BUMA.1121.00064,2,498627,509800,+,11173
458,BUMA.1121.00047,2,1514150,1525301,+,11151
458,BUMA.1121.00037,2,888712,900009,+,11297
458,BUMA.1121.00106,2,2988694,2999872,+,11178
458,BUMA.1121.00051,2,583677,594828,+,11151
458,BUMA.1121.00045,2,420825,432072,+,11247
458,BUMA.1121.00056,2,308601,319753,-,11152
458,BUMA.1121.00095,2,2629655,2640858,+,11203
458,BUMA.1121.00082,2,591006,602257,+,11251
458,BUMA.1121.00001,2,1670648,1681993,-,11345
458,BUMA.1121.00108,2,812637,823793,+,11156
458,BUMA.1121.00083,2,2387963,2399214,+,11251
458,BUMA.1121.00080,2,584914,596073,+,11159
458,BUMA.1121.00012,2,1170750,1182088,-,11338
459,BUMA.1121.00011,2,2476444,2480226,+,3782
459,BUMA.1121.00009,2,2497778,2501537,+,3759
459,BUMA.1121.00039,2,220185,223950,-,3765
459,BUMA.1121.00029,2,779006,782759,-,3753
459,BUMA.1121.00021,2,1059425,1063191,+,3766
459,BUMA.1121.00107,2,72654,76416,-,3762
459,BUMA.1121.00023,2,636381,640147,+,3766
459,BUMA.1121.00067,2,218985,222751,-,3766
459,BUMA.1121.00035,2,861561,865314,-,3753
459,BUMA.1121.00005,2,130021,133783,-,3762
459,BUMA.1121.00100,2,1704115,1707825,+,3710
459,BUMA.1121.00016,2,3236270,3240035,-,3765
459,BUMA.1121.00099,2,802303,806042,+,3739
459,BUMA.1121.00094,2,641666,645445,+,3779
459,BUMA.1121.00093,2,2331031,2334814,-,3783
459,BUMA.1121.00097,2,394363,398136,+,3773
459,BUMA.1121.00109,2,810218,813968,-,3750
459,BUMA.1121.00018,2,126778,130543,-,3765
459,BUMA.1121.00110,2,474555,478321,+,3766
459,BUMA.1121.00079,2,598377,602156,+,3779
459,BUMA.1121.00075,2,2258774,2262573,-,3799
459,BUMA.1121.00066,2,582725,586459,+,3734
459,BUMA.1121.00089,2,586387,590166,+,3779
459,BUMA.1121.00057,2,1487682,1491415,-,3733
459,BUMA.1121.00090,2,1495788,1499554,+,3766
459,BUMA.1121.00027,2,1656976,1660710,+,3734
459,BUMA.1121.00062,2,1179780,1183531,-,3751
459,BUMA.1121.00091,2,3081199,3084947,-,3748
459,BUMA.1121.00098,2,799054,802827,+,3773
459,BUMA.1121.00092,2,610084,613868,+,3784
459,BUMA.1121.00031,2,2963126,2966892,+,3766
459,BUMA.1121.00096,2,759635,763392,+,3757
459,BUMA.1121.00073,2,577097,580831,+,3734
459,BUMA.1121.00103,2,2457248,2460987,+,3739
459,BUMA.1121.00084,2,2425248,2429015,+,3767
459,BUMA.1121.00014,2,630758,634524,+,3766
459,BUMA.1121.00111,2,3028301,3032076,+,3775
459,BUMA.1121.00007,2,640217,643999,+,3782
459,BUMA.1121.00072,2,573490,577224,+,3734
459,BUMA.1121.00071,2,576488,580222,+,3734
459,BUMA.1121.00077,2,3138278,3142043,-,3765
459,BUMA.1121.00003,2,1973242,1976979,+,3737
459,BUMA.1121.00104,2,692485,696252,+,3767
459,BUMA.1121.00074,2,398290,402065,-,3775
459,BUMA.1121.00060,2,1654842,1658621,-,3779
459,BUMA.1121.00088,2,542075,545842,+,3767
459,BUMA.1121.00053,2,829490,833256,+,3766
459,BUMA.1121.00025,2,2202484,2206250,+,3766
459,BUMA.1121.00070,2,577188,580922,+,3734
459,BUMA.1121.00049,2,2411803,2415551,+,3748
459,BUMA.1121.00078,2,2623841,2627624,-,3783
459,BUMA.1121.00069,2,575039,578773,+,3734
459,BUMA.1121.00102,2,592250,596007,+,3757
459,BUMA.1121.00112,2,567666,571410,-,3744
459,BUMA.1121.00041,2,1485790,1489544,+,3754
459,BUMA.1121.00068,2,2304934,2308691,+,3757
459,BUMA.1121.00076,2,1483120,1486920,+,3800
459,BUMA.1121.00033,2,1276998,1280764,+,3766
459,BUMA.1121.00101,2,2807127,2810892,-,3765
459,BUMA.1121.00105,2,1920195,1923961,-,3766
459,BUMA.1121.00061,2,567014,570748,+,3734
459,BUMA.1121.00063,2,576410,580144,+,3734
459,BUMA.1121.00059,2,3056793,3060544,-,3751
459,BUMA.1121.00058,2,1148970,1152770,+,3800
459,BUMA.1121.00043,2,1824134,1827899,-,3765
459,BUMA.1121.00055,2,2071784,2075540,-,3756
459,BUMA.1121.00065,2,590275,594041,+,3766
459,BUMA.1121.00064,2,512949,516725,+,3776
459,BUMA.1121.00047,2,1528446,1532225,+,3779
459,BUMA.1121.00037,2,903154,906920,+,3766
459,BUMA.1121.00106,2,3003016,3006783,+,3767
459,BUMA.1121.00051,2,597973,601752,+,3779
459,BUMA.1121.00045,2,435203,438983,+,3780
459,BUMA.1121.00056,2,301678,305456,-,3778
459,BUMA.1121.00095,2,2643995,2647759,+,3764
459,BUMA.1121.00082,2,605252,608986,+,3734
459,BUMA.1121.00001,2,1663738,1667503,-,3765
459,BUMA.1121.00108,2,826921,830695,+,3774
459,BUMA.1121.00083,2,2402209,2405943,+,3734
459,BUMA.1121.00080,2,599218,602997,+,3779
459,BUMA.1121.00012,2,1163871,1167605,-,3734
460,BUMA.1121.00011,2,2480227,2504780,+,24553
460,BUMA.1121.00009,2,2501538,2526205,+,24667
460,BUMA.1121.00039,2,195581,220183,-,24602
460,BUMA.1121.00029,2,754385,779004,-,24619
460,BUMA.1121.00021,2,1063192,1087753,+,24561
460,BUMA.1121.00107,2,48113,72652,-,24539
460,BUMA.1121.00023,2,640148,664767,+,24619
460,BUMA.1121.00067,2,194407,218983,-,24576
460,BUMA.1121.00035,2,836977,861559,-,24582
460,BUMA.1121.00005,2,105386,130019,-,24633
460,BUMA.1121.00100,2,1707826,1732367,+,24541
460,BUMA.1121.00016,2,3211659,3236268,-,24609
460,BUMA.1121.00099,2,806043,830740,+,24697
460,BUMA.1121.00094,2,645446,670048,+,24602
460,BUMA.1121.00093,2,2306458,2331029,-,24571
460,BUMA.1121.00097,2,398137,422621,+,24484
460,BUMA.1121.00109,2,785651,810216,-,24565
460,BUMA.1121.00018,2,102141,126776,-,24635
460,BUMA.1121.00110,2,478322,502867,+,24545
460,BUMA.1121.00079,2,602157,626792,+,24635
460,BUMA.1121.00075,2,2234194,2258772,-,24578
460,BUMA.1121.00066,2,586460,611063,+,24603
460,BUMA.1121.00089,2,590167,614727,+,24560
460,BUMA.1121.00057,2,1463125,1487680,-,24555
460,BUMA.1121.00090,2,1499555,1524168,+,24613
460,BUMA.1121.00027,2,1660711,1685293,+,24582
460,BUMA.1121.00062,2,1155209,1179778,-,24569
460,BUMA.1121.00091,2,3056631,3081197,-,24566
460,BUMA.1121.00098,2,802828,827226,+,24398
460,BUMA.1121.00092,2,613869,638440,+,24571
460,BUMA.1121.00031,2,2966893,2991445,+,24552
460,BUMA.1121.00096,2,763393,787906,+,24513
460,BUMA.1121.00073,2,580832,605410,+,24578
460,BUMA.1121.00103,2,2460988,2485542,+,24554
460,BUMA.1121.00084,2,2429016,2453609,+,24593
460,BUMA.1121.00014,2,634525,659070,+,24545
460,BUMA.1121.00111,2,3032077,3056702,+,24625
460,BUMA.1121.00007,2,644000,668493,+,24493
460,BUMA.1121.00072,2,577225,601826,+,24601
460,BUMA.1121.00071,2,580223,604820,+,24597
460,BUMA.1121.00077,2,3113733,3138276,-,24543
460,BUMA.1121.00003,2,1976980,2001447,+,24467
460,BUMA.1121.00104,2,696253,720817,+,24564
460,BUMA.1121.00074,2,373777,398288,-,24511
460,BUMA.1121.00060,2,1630319,1654840,-,24521
460,BUMA.1121.00088,2,545843,570438,+,24595
460,BUMA.1121.00053,2,833257,857845,+,24588
460,BUMA.1121.00025,2,2206251,2230886,+,24635
460,BUMA.1121.00070,2,580923,605507,+,24584
460,BUMA.1121.00049,2,2415552,2440140,+,24588
460,BUMA.1121.00078,2,2599231,2623839,-,24608
460,BUMA.1121.00069,2,578774,603360,+,24586
460,BUMA.1121.00102,2,596008,620657,+,24649
460,BUMA.1121.00112,2,543070,567664,-,24594
460,BUMA.1121.00041,2,1489545,1514134,+,24589
460,BUMA.1121.00068,2,2308692,2333295,+,24603
460,BUMA.1121.00076,2,1486921,1511512,+,24591
460,BUMA.1121.00033,2,1280765,1305407,+,24642
460,BUMA.1121.00101,2,2782563,2807125,-,24562
460,BUMA.1121.00105,2,1895547,1920193,-,24646
460,BUMA.1121.00061,2,570749,595348,+,24599
460,BUMA.1121.00063,2,580145,604737,+,24592
460,BUMA.1121.00059,2,3032379,3056791,-,24412
460,BUMA.1121.00058,2,1152771,1177324,+,24553
460,BUMA.1121.00043,2,1799404,1824132,-,24728
460,BUMA.1121.00055,2,2047290,2071782,-,24492
460,BUMA.1121.00065,2,594042,618569,+,24527
460,BUMA.1121.00064,2,516726,541350,+,24624
460,BUMA.1121.00047,2,1532226,1556801,+,24575
460,BUMA.1121.00037,2,906921,931519,+,24598
460,BUMA.1121.00106,2,3006784,3031369,+,24585
460,BUMA.1121.00051,2,601753,626338,+,24585
460,BUMA.1121.00045,2,438984,463505,+,24521
460,BUMA.1121.00056,2,277116,301676,-,24560
460,BUMA.1121.00095,2,2647760,2672315,+,24555
460,BUMA.1121.00082,2,608987,633590,+,24603
460,BUMA.1121.00001,2,1639139,1663736,-,24597
460,BUMA.1121.00108,2,830696,855173,+,24477
460,BUMA.1121.00083,2,2405944,2430547,+,24603
460,BUMA.1121.00080,2,602998,627570,+,24572
460,BUMA.1121.00012,2,1138277,1162938,-,24661
461,BUMA.1121.00011,2,2512406,2517926,+,5520
461,BUMA.1121.00009,2,2533831,2539345,+,5514
461,BUMA.1121.00039,2,182470,187955,-,5485
461,BUMA.1121.00029,2,741240,746760,-,5520
461,BUMA.1121.00021,2,1095379,1100899,+,5520
461,BUMA.1121.00107,2,34980,40493,-,5513
461,BUMA.1121.00023,2,672393,677913,+,5520
461,BUMA.1121.00067,2,181257,186781,-,5524
461,BUMA.1121.00035,2,823831,829351,-,5520
461,BUMA.1121.00005,2,92232,97760,-,5528
461,BUMA.1121.00100,2,1739987,1745503,+,5516
461,BUMA.1121.00016,2,3198513,3204033,-,5520
461,BUMA.1121.00099,2,838366,843862,+,5496
461,BUMA.1121.00094,2,677674,683134,+,5460
461,BUMA.1121.00093,2,2293308,2298832,-,5524
461,BUMA.1121.00097,2,430241,435755,+,5514
461,BUMA.1121.00109,2,772481,778025,-,5544
461,BUMA.1121.00018,2,88995,94515,-,5520
461,BUMA.1121.00110,2,510493,516007,+,5514
461,BUMA.1121.00079,2,634418,639877,+,5459
461,BUMA.1121.00075,2,2221060,2226583,-,5523
461,BUMA.1121.00066,2,618683,624207,+,5524
461,BUMA.1121.00089,2,622353,627813,+,5460
461,BUMA.1121.00057,2,1449988,1455499,-,5511
461,BUMA.1121.00090,2,1531779,1537299,+,5520
461,BUMA.1121.00027,2,1692919,1698447,+,5528
461,BUMA.1121.00062,2,1142059,1147583,-,5524
461,BUMA.1121.00091,2,3043481,3049005,-,5524
461,BUMA.1121.00098,2,834846,840353,+,5507
461,BUMA.1121.00092,2,646066,651590,+,5524
461,BUMA.1121.00031,2,2999071,3004591,+,5520
461,BUMA.1121.00096,2,795526,801044,+,5518
461,BUMA.1121.00073,2,613036,618560,+,5524
461,BUMA.1121.00103,2,2493168,2498683,+,5515
461,BUMA.1121.00084,2,2461235,2466763,+,5528
461,BUMA.1121.00014,2,666696,672216,+,5520
461,BUMA.1121.00111,2,3064328,3069844,+,5516
461,BUMA.1121.00007,2,676119,681624,+,5505
461,BUMA.1121.00072,2,609449,614973,+,5524
461,BUMA.1121.00071,2,612446,617951,+,5505
461,BUMA.1121.00077,2,3100590,3106104,-,5514
461,BUMA.1121.00003,2,2009073,2014591,+,5518
461,BUMA.1121.00104,2,728437,733965,+,5528
461,BUMA.1121.00074,2,360627,366151,-,5524
461,BUMA.1121.00060,2,1617181,1622693,-,5512
461,BUMA.1121.00088,2,578064,583592,+,5528
461,BUMA.1121.00053,2,865456,870980,+,5524
461,BUMA.1121.00025,2,2238512,2244032,+,5520
461,BUMA.1121.00070,2,613133,618647,+,5514
461,BUMA.1121.00049,2,2447760,2453288,+,5528
461,BUMA.1121.00078,2,2586092,2591608,-,5516
461,BUMA.1121.00069,2,610986,616510,+,5524
461,BUMA.1121.00102,2,628277,633797,+,5520
461,BUMA.1121.00112,2,529939,535444,-,5505
461,BUMA.1121.00041,2,1521745,1527265,+,5520
461,BUMA.1121.00068,2,2340915,2346423,+,5508
461,BUMA.1121.00076,2,1519123,1524647,+,5524
461,BUMA.1121.00033,2,1313032,1318556,+,5524
461,BUMA.1121.00101,2,2769430,2774937,-,5507
461,BUMA.1121.00105,2,1882397,1887921,-,5524
461,BUMA.1121.00061,2,602974,608498,+,5524
461,BUMA.1121.00063,2,612363,617887,+,5524
461,BUMA.1121.00059,2,3019229,3024753,-,5524
461,BUMA.1121.00058,2,1184950,1190426,+,5476
461,BUMA.1121.00043,2,1786281,1791784,-,5503
461,BUMA.1121.00055,2,2034140,2039664,-,5524
461,BUMA.1121.00065,2,626180,631704,+,5524
461,BUMA.1121.00064,2,548976,554500,+,5524
461,BUMA.1121.00047,2,1564427,1569887,+,5460
461,BUMA.1121.00037,2,939145,944665,+,5520
461,BUMA.1121.00106,2,3038989,3044517,+,5528
461,BUMA.1121.00051,2,633964,639424,+,5460
461,BUMA.1121.00045,2,471131,476643,+,5512
461,BUMA.1121.00056,2,264030,269490,-,5460
461,BUMA.1121.00095,2,2679935,2685431,+,5496
461,BUMA.1121.00082,2,641216,646740,+,5524
461,BUMA.1121.00001,2,1625993,1631513,-,5520
461,BUMA.1121.00108,2,862799,868323,+,5524
461,BUMA.1121.00083,2,2438173,2443697,+,5524
461,BUMA.1121.00080,2,635196,640656,+,5460
461,BUMA.1121.00012,2,1125135,1130653,-,5518
462,BUMA.1121.00011,2,2519446,2536737,+,17291
462,BUMA.1121.00009,2,2540865,2558138,+,17273
462,BUMA.1121.00039,2,163671,180950,-,17279
462,BUMA.1121.00029,2,722426,739720,-,17294
462,BUMA.1121.00021,2,1102419,1119699,+,17280
462,BUMA.1121.00107,2,16188,33466,-,17278
462,BUMA.1121.00023,2,679433,696707,+,17274
462,BUMA.1121.00067,2,162458,179737,-,17279
462,BUMA.1121.00035,2,805014,822311,-,17297
462,BUMA.1121.00005,2,73445,90712,-,17267
462,BUMA.1121.00100,2,1747036,1764292,+,17256
462,BUMA.1121.00016,2,3179711,3196993,-,17282
462,BUMA.1121.00099,2,845383,862656,+,17273
462,BUMA.1121.00094,2,684655,701908,+,17253
462,BUMA.1121.00093,2,2274568,2291788,-,17220
462,BUMA.1121.00097,2,437270,454533,+,17263
462,BUMA.1121.00109,2,753689,770961,-,17272
462,BUMA.1121.00018,2,70196,87475,-,17279
462,BUMA.1121.00110,2,517528,534800,+,17272
462,BUMA.1121.00079,2,641397,658683,+,17286
462,BUMA.1121.00075,2,2202272,2219540,-,17268
462,BUMA.1121.00066,2,625727,642987,+,17260
462,BUMA.1121.00089,2,629334,646587,+,17253
462,BUMA.1121.00057,2,1431226,1448468,-,17242
462,BUMA.1121.00090,2,1538819,1556099,+,17280
462,BUMA.1121.00027,2,1699967,1717207,+,17240
462,BUMA.1121.00062,2,1123260,1140539,-,17279
462,BUMA.1121.00091,2,3024696,3041961,-,17265
462,BUMA.1121.00098,2,841874,859146,+,17272
462,BUMA.1121.00092,2,653110,670330,+,17220
462,BUMA.1121.00031,2,3006111,3023386,+,17275
462,BUMA.1121.00096,2,802564,819839,+,17275
462,BUMA.1121.00073,2,620080,637346,+,17266
462,BUMA.1121.00103,2,2500203,2517435,+,17232
462,BUMA.1121.00084,2,2468283,2485535,+,17252
462,BUMA.1121.00014,2,673736,691011,+,17275
462,BUMA.1121.00111,2,3071364,3088644,+,17280
462,BUMA.1121.00007,2,683145,700405,+,17260
462,BUMA.1121.00072,2,616493,633754,+,17261
462,BUMA.1121.00071,2,619471,636732,+,17261
462,BUMA.1121.00077,2,3081798,3099070,-,17272
462,BUMA.1121.00003,2,2016112,2033350,+,17238
462,BUMA.1121.00104,2,735485,752777,+,17292
462,BUMA.1121.00074,2,341828,359107,-,17279
462,BUMA.1121.00060,2,1598425,1615661,-,17236
462,BUMA.1121.00088,2,585112,602370,+,17258
462,BUMA.1121.00053,2,872500,889767,+,17267
462,BUMA.1121.00025,2,2245552,2262832,+,17280
462,BUMA.1121.00070,2,620167,637428,+,17261
462,BUMA.1121.00049,2,2454808,2472088,+,17280
462,BUMA.1121.00078,2,2567311,2584572,-,17261
462,BUMA.1121.00069,2,618030,635291,+,17261
462,BUMA.1121.00102,2,635317,652575,+,17258
462,BUMA.1121.00112,2,511158,528419,-,17261
462,BUMA.1121.00041,2,1528785,1546028,+,17243
462,BUMA.1121.00068,2,2347943,2365220,+,17277
462,BUMA.1121.00076,2,1526167,1543436,+,17269
462,BUMA.1121.00033,2,1320076,1337355,+,17279
462,BUMA.1121.00101,2,2750677,2767914,-,17237
462,BUMA.1121.00105,2,1863613,1880877,-,17264
462,BUMA.1121.00061,2,610018,627284,+,17266
462,BUMA.1121.00063,2,619401,636673,+,17272
462,BUMA.1121.00059,2,3000461,3017709,-,17248
462,BUMA.1121.00058,2,1191946,1209219,+,17273
462,BUMA.1121.00043,2,1767477,1784761,-,17284
462,BUMA.1121.00055,2,2015352,2032620,-,17268
462,BUMA.1121.00065,2,633219,650498,+,17279
462,BUMA.1121.00064,2,556020,573299,+,17279
462,BUMA.1121.00047,2,1571408,1588694,+,17286
462,BUMA.1121.00037,2,946185,963475,+,17290
462,BUMA.1121.00106,2,3046037,3063300,+,17263
462,BUMA.1121.00051,2,640945,658222,+,17277
462,BUMA.1121.00045,2,478163,495399,+,17236
462,BUMA.1121.00056,2,245257,262510,-,17253
462,BUMA.1121.00095,2,2686951,2704217,+,17266
462,BUMA.1121.00082,2,648260,665526,+,17266
462,BUMA.1121.00001,2,1607176,1624473,-,17297
462,BUMA.1121.00108,2,869843,887111,+,17268
462,BUMA.1121.00083,2,2445217,2462483,+,17266
462,BUMA.1121.00080,2,642176,659460,+,17284
462,BUMA.1121.00012,2,1106356,1123615,-,17259
463,BUMA.1121.00011,2,2538980,2544155,+,5175
463,BUMA.1121.00009,2,2560337,2565523,+,5186
463,BUMA.1121.00039,2,156242,161426,-,5184
463,BUMA.1121.00029,2,714997,720181,-,5184
463,BUMA.1121.00021,2,1121945,1127129,+,5184
463,BUMA.1121.00107,2,8803,13989,-,5186
463,BUMA.1121.00023,2,698886,704070,+,5184
463,BUMA.1121.00067,2,155010,160202,-,5192
463,BUMA.1121.00035,2,797585,802769,-,5184
463,BUMA.1121.00005,2,66059,71245,-,5186
463,BUMA.1121.00100,2,1766490,1771746,+,5256
463,BUMA.1121.00016,2,3170928,3176112,-,5184
463,BUMA.1121.00099,2,864902,870088,+,5186
463,BUMA.1121.00094,2,704105,709291,+,5186
463,BUMA.1121.00093,2,2267171,2272357,-,5186
463,BUMA.1121.00097,2,456731,461917,+,5186
463,BUMA.1121.00109,2,746254,751493,-,5239
463,BUMA.1121.00018,2,62766,67951,-,5185
463,BUMA.1121.00110,2,537001,542185,+,5184
463,BUMA.1121.00079,2,660880,666064,+,5184
463,BUMA.1121.00075,2,2194831,2200074,-,5243
463,BUMA.1121.00066,2,645200,650386,+,5186
463,BUMA.1121.00089,2,648784,653970,+,5186
463,BUMA.1121.00057,2,1423772,1429014,-,5242
463,BUMA.1121.00090,2,1558344,1563528,+,5184
463,BUMA.1121.00027,2,1719420,1724661,+,5241
463,BUMA.1121.00062,2,1115761,1121004,-,5243
463,BUMA.1121.00091,2,3017309,3022496,-,5187
463,BUMA.1121.00098,2,861349,866535,+,5186
463,BUMA.1121.00092,2,672542,677728,+,5186
463,BUMA.1121.00031,2,3025631,3030815,+,5184
463,BUMA.1121.00096,2,822080,827272,+,5192
463,BUMA.1121.00073,2,639559,644736,+,5177
463,BUMA.1121.00103,2,2519696,2524882,+,5186
463,BUMA.1121.00084,2,2487730,2492916,+,5186
463,BUMA.1121.00014,2,693256,698440,+,5184
463,BUMA.1121.00111,2,3092514,3097698,+,5184
463,BUMA.1121.00007,2,702649,707834,+,5185
463,BUMA.1121.00072,2,635966,641152,+,5186
463,BUMA.1121.00071,2,638945,644120,+,5175
463,BUMA.1121.00077,2,3074414,3079598,-,5184
463,BUMA.1121.00003,2,2035603,2040788,+,5185
463,BUMA.1121.00104,2,754975,760224,+,5249
463,BUMA.1121.00074,2,334380,339572,-,5192
463,BUMA.1121.00060,2,1590980,1596166,-,5186
463,BUMA.1121.00088,2,604565,609751,+,5186
463,BUMA.1121.00053,2,891967,897153,+,5186
463,BUMA.1121.00025,2,2265077,2270262,+,5185
463,BUMA.1121.00070,2,639641,644820,+,5179
463,BUMA.1121.00049,2,2474284,2479470,+,5186
463,BUMA.1121.00078,2,2559926,2565112,-,5186
463,BUMA.1121.00069,2,637504,642677,+,5173
463,BUMA.1121.00102,2,654773,659959,+,5186
463,BUMA.1121.00112,2,503715,508899,-,5184
463,BUMA.1121.00041,2,1548240,1553426,+,5186
463,BUMA.1121.00068,2,2367434,2372618,+,5184
463,BUMA.1121.00076,2,1545634,1550877,+,5243
463,BUMA.1121.00033,2,1340953,1346137,+,5184
463,BUMA.1121.00101,2,2743215,2748412,-,5197
463,BUMA.1121.00105,2,1856215,1861401,-,5186
463,BUMA.1121.00061,2,629497,634676,+,5179
463,BUMA.1121.00063,2,638884,644070,+,5186
463,BUMA.1121.00059,2,2993013,2998216,-,5203
463,BUMA.1121.00058,2,1211417,1216654,+,5237
463,BUMA.1121.00043,2,1760082,1765265,-,5183
463,BUMA.1121.00055,2,2007980,2013142,-,5162
463,BUMA.1121.00065,2,652711,657897,+,5186
463,BUMA.1121.00064,2,575556,580748,+,5192
463,BUMA.1121.00047,2,1590891,1596077,+,5186
463,BUMA.1121.00037,2,965720,970904,+,5184
463,BUMA.1121.00106,2,3065498,3070684,+,5186
463,BUMA.1121.00051,2,660419,665605,+,5186
463,BUMA.1121.00045,2,497659,502845,+,5186
463,BUMA.1121.00056,2,237874,243060,-,5186
463,BUMA.1121.00095,2,2706475,2711660,+,5185
463,BUMA.1121.00082,2,667739,672925,+,5186
463,BUMA.1121.00001,2,1599748,1604932,-,5184
463,BUMA.1121.00108,2,889310,894496,+,5186
463,BUMA.1121.00083,2,2464696,2469882,+,5186
463,BUMA.1121.00080,2,661657,666843,+,5186
463,BUMA.1121.00012,2,1099008,1104192,-,5184
464,BUMA.1121.00011,2,2544391,2552483,+,8092
464,BUMA.1121.00009,2,2565759,2573851,+,8092
464,BUMA.1121.00039,2,147913,156005,-,8092
464,BUMA.1121.00029,2,706668,714760,-,8092
464,BUMA.1121.00021,2,1127365,1135458,+,8093
464,BUMA.1121.00107,2,475,8566,-,8091
464,BUMA.1121.00023,2,704306,712399,+,8093
464,BUMA.1121.00067,2,146682,154773,-,8091
464,BUMA.1121.00035,2,754005,762113,-,8108
464,BUMA.1121.00005,2,57731,65822,-,8091
464,BUMA.1121.00100,2,1771982,1780074,+,8092
464,BUMA.1121.00016,2,3162600,3170691,-,8091
464,BUMA.1121.00099,2,870324,878426,+,8102
464,BUMA.1121.00094,2,709527,717620,+,8093
464,BUMA.1121.00093,2,2258847,2266934,-,8087
464,BUMA.1121.00097,2,462153,470226,+,8073
464,BUMA.1121.00109,2,737926,746017,-,8091
464,BUMA.1121.00018,2,54437,62529,-,8092
464,BUMA.1121.00110,2,542421,550523,+,8102
464,BUMA.1121.00079,2,666300,674393,+,8093
464,BUMA.1121.00075,2,2186500,2194594,-,8094
464,BUMA.1121.00066,2,650622,658714,+,8092
464,BUMA.1121.00089,2,654206,662299,+,8093
464,BUMA.1121.00057,2,1415452,1423535,-,8083
464,BUMA.1121.00090,2,1599016,1607108,+,8092
464,BUMA.1121.00027,2,1724897,1732981,+,8084
464,BUMA.1121.00062,2,1107433,1115524,-,8091
464,BUMA.1121.00091,2,3008980,3017072,-,8092
